ID,FullName,CityName,OblName,Center,NalSumLimit,EngName,PostCodeList
42313,"Комсомольский, Павловский р-н, Алтай респ.","Комсомольский, Павловский р-н",Алтай респ.,,0.00,,659004
43981,"Коротояк, Алтай респ.",Коротояк,Алтай респ.,,0.00,,658798
15404,"Кош-Агач, Алтай респ.",Кош-Агач,Алтай респ.,,0.00,"Kosh-Agach, Altaj resp.",649780
36698,"Курай, Алтай респ.",Курай,Алтай респ.,,0.00,,649792
31704,"Кызыл-Озек, Алтай респ.",Кызыл-Озек,Алтай респ.,,0.00,,649105
42312,"Лебедино, Алтай респ.",Лебедино,Алтай респ.,,0.00,,658854
77,"Майма, Алтай респ.",Майма,Алтай респ.,,no limit,"Majma, Altaj resp.","649100,649119,649810"
40286,"Макарьевка, Алтайский р-н, Алтай респ.","Макарьевка, Алтайский р-н",Алтай респ.,,0.00,,659634
39833,"Малышев Лог, Алтай респ.",Малышев Лог,Алтай респ.,,0.00,,658953
13476,"Манжерок, Майминский р-н, Алтай респ.","Манжерок, Майминский р-н",Алтай респ.,,no limit,"Manzherok, Majminskij r-n, Altaj resp.",649113
36883,"Мульта, Алтай респ.",Мульта,Алтай респ.,,0.00,,649495
13524,"Мыюта, Алтай респ.",Мыюта,Алтай респ.,,0.00,"Myyuta, Altaj resp.",649228
42311,"Николаевка, Благовещенский р-н, Алтай респ.","Николаевка, Благовещенский р-н",Алтай респ.,,0.00,,658669
42314,"Николаевка, Петропавловский р-н, Алтай респ.","Николаевка, Петропавловский р-н",Алтай респ.,,0.00,,659671
13482,"Онгудай, Алтай респ.",Онгудай,Алтай респ.,,0.00,"Ongudaj, Altaj resp.","649439,649440"
36432,"Ортолык, Алтай респ.",Ортолык,Алтай респ.,,0.00,,649770
13505,"Паспаул, Алтай респ.",Паспаул,Алтай респ.,,0.00,"Paspaul, Altaj resp.",649190
35994,"Пещерка, Алтай респ.",Пещерка,Алтай респ.,,0.00,,659230
13506,"Подгорное, Майминский р-н, Алтай респ.","Подгорное, Майминский р-н",Алтай респ.,,no limit,"Podgornoe, Majminskij r-n, Altaj resp.",
13513,"Рыбалка, Алтай респ.",Рыбалка,Алтай респ.,,no limit,"Rybalka, Altaj resp.",
37595,"Савинка, Алтай респ.",Савинка,Алтай респ.,,0.00,,658117
33181,"Сейка, Алтай респ.",Сейка,Алтай респ.,,0.00,,649189
37686,"Семеновка, Кулундинский р-н, Алтай респ.","Семеновка, Кулундинский р-н",Алтай респ.,,0.00,,658909
39121,"Сорочий лог, Алтай респ.",Сорочий лог,Алтай респ.,,0.00,,658057
38083,"Сосновка, Красногорский р-н, Алтай респ.","Сосновка, Красногорский р-н",Алтай респ.,,0.00,,659516
13483,"Соузга, Алтай респ.",Соузга,Алтай респ.,,no limit,"Souzga, Altaj resp.",649115
39107,"Староперуново, Алтай респ.",Староперуново,Алтай респ.,,0.00,,658005
37599,"Степное, Солонешенский р-н, Алтай респ.","Степное, Солонешенский р-н",Алтай респ.,,0.00,,659686
39506,"Ташанта, Алтай респ.",Ташанта,Алтай респ.,,0.00,,649787
48145,"Теньга, Алтай респ.",Теньга,Алтай респ.,,0.00,,649432
43488,"Туньжа, Алтай респ.",Туньжа,Алтай респ.,,0.00,,649193
15405,"Турочак, Алтай респ.",Турочак,Алтай респ.,,0.00,"Turochak, Altaj resp.",649140
40031,"Тягун, Заринский р-н, Алтай респ.","Тягун, Заринский р-н",Алтай респ.,,0.00,,659135
13519,"Узнезя, Чемальский р-н, Алтай респ.","Узнезя, Чемальский р-н",Алтай респ.,,0.00,"Uznezya, CHemal'skij r-n, Altaj resp.",649232
15406,"Улаган, Алтай респ.",Улаган,Алтай респ.,,0.00,"Ulagan, Altaj resp.",649750
36884,"Ускуч, Алтай респ.",Ускуч,Алтай респ.,,0.00,,649183
15407,"Усть-Кан, Алтай респ.",Усть-Кан,Алтай респ.,,0.00,"Ust'-Kan, Altaj resp.","649450,649497"
15408,"Усть-Кокса, Алтай респ.",Усть-Кокса,Алтай респ.,,0.00,"Ust'-Koksa, Altaj resp.",000001
13515,"Усть-Муны, Майминский р-н, Алтай респ.","Усть-Муны, Майминский р-н",Алтай респ.,,0.00,"Ust'-Muny, Majminskij r-n, Altaj resp.",
13525,"Усть-Сема, Алтай респ.",Усть-Сема,Алтай респ.,,0.00,"Ust'-Sema, Altaj resp.",649245
39507,"Хорошее, Алтай респ.",Хорошее,Алтай респ.,,0.00,,658865
13478,"Чемал, Алтай респ.",Чемал,Алтай респ.,,0.00,"CHemal, Altaj resp.",649240
46886,"Чендек, Алтай респ.",Чендек,Алтай респ.,,0.00,,"649470,649490"
13517,"Чепош, Чемальский р-н, Алтай респ.","Чепош, Чемальский р-н",Алтай респ.,,0.00,"CHeposh, CHemal'skij r-n, Altaj resp.",649231
13522,"Черга, Алтай респ.",Черга,Алтай респ.,,0.00,"CHerga, Altaj resp.",649219
37782,"Черемное, Алтай респ.",Черемное,Алтай респ.,,0.00,,659020
48174,"Черный Ануй, Алтай респ.",Черный Ануй,Алтай респ.,,0.00,,649453
39505,"Чибиля, Алтай респ.",Чибиля,Алтай респ.,,0.00,,649740
13503,"Чоя, Алтай респ.",Чоя,Алтай респ.,,0.00,"CHoya, Altaj resp.",649180
13479,"Шебалино, Алтай респ.",Шебалино,Алтай респ.,,0.00,"SHebalino, Altaj resp.",649220
13520,"Элекмонар, Чемальский р-н, Алтай респ.","Элекмонар, Чемальский р-н",Алтай респ.,,0.00,"Elekmonar, CHemal'skij r-n, Altaj resp.",649234
14854,"Авиатор, Алтайский край",Авиатор,Алтайский край,,no limit,Aviator,
33757,"Акутиха, Алтайский край",Акутиха,Алтайский край,,0.00,,659564
47062,"Аламбай, Алтайский край",Аламбай,Алтайский край,,0.00,,659155
795,"Алейск, Алтайский край",Алейск,Алтайский край,,no limit,"Alejsk, Altajskij kraj","658130,658131,658133,658135,658136,658137,658138,658149"
33761,"Алексеевка, Петропавловский р-н, Алтайский край","Алексеевка, Петропавловский р-н",Алтайский край,,0.00,,659666
33679,"Аллак, Алтайский край",Аллак,Алтайский край,,0.00,,658719
6,"Алтайское, Алтайский край",Алтайское,Алтайский край,,no limit,"Altajskoe, Altajskij kraj","659650,659651,659652,659653"
43985,"Алтайское, Табунский р-н, Алтайский край","Алтайское, Табунский р-н",Алтайский край,,0.00,,658851
33308,"Антипино, Тогульский р-н, Алтайский край","Антипино, Тогульский р-н",Алтайский край,,0.00,,659458
36436,"Антошиха, Алтайский край",Антошиха,Алтайский край,,0.00,,658430
35717,"Арбузовка, Алтайский край",Арбузовка,Алтайский край,,0.00,,659006
